,Job_ID,Job_Title,Location,Company,Date,Salary,Description,url
178,254a09d17239d19c,"software engineer, machine perception research","Redmond, WA",Facebook,30+ days ago,None,"Experience with real world system building and data collection, including design, coding (C++) and evaluation (C++/Python).",https://www.indeed.com/rc/clk?jk=254a09d17239d19c&fccid=1639254ea84748b5&vjs=3
179,ddf63563c492a8da,"software engineer, engineering productivity","Seattle, WA (Fremont area)",Google,30+ days ago,None,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",https://www.indeed.com/rc/clk?jk=ddf63563c492a8da&fccid=a5b4499d9e91a5c6&vjs=3
180,7f0f92df20b78cf1,software engineer,"Seattle, WA 98121 (Belltown area)",TwinStrand Biosciences,16 days ago,None,Have experience with analytics and big data systems. High competency with version control systems like Git. REPORTS TO: Director of Computational Biology.,https://www.indeed.com/rc/clk?jk=7f0f92df20b78cf1&fccid=98d568d46129dc21&vjs=3
181,0e601abbd7ee43ea,contract software test engineer,"Bellevue, WA 98004 (Downtown area)",Mylio,29 days ago,None,"Any change to any file gets updated on every device, no cloud or internet connection necessary. Consumer Application Testing: 5 years (Required).",https://www.indeed.com/company/Mylio/jobs/Contract-Software-Test-Engineer-0e601abbd7ee43ea?fccid=daf2c97de0f2c0bd&vjs=3
182,1511271dfea62242,software development engineer,"Seattle, WA",Proprio,30+ days ago,None,Design and implement secure code and software systems. Develop software that is intended for use by other developers. Understanding of Windows OS APIs.,https://www.indeed.com/rc/clk?jk=1511271dfea62242&fccid=dd616958bd9ddc12&vjs=3
183,36e750ad797dbbe6,"manager, software engineering","Seattle, WA 98121 (Belltown area)",Highspot,Today,None,2+ years of experience managing software engineering teams. Previous experience designing and building software products at scale. 2 volunteer days per year.,https://www.indeed.com/rc/clk?jk=36e750ad797dbbe6&fccid=fecd220976785cb1&vjs=3
184,f8377d84d596f05b,software engineer ii,"Seattle, WA 98109 (South Lake Union area)",Blue Nile,30+ days ago,None,"Develop software primarily using Java, Spring framework and Oracle RDBMS. Perform code and test plan reviews; take responsibility for the quality of released…",https://www.indeed.com/rc/clk?jk=f8377d84d596f05b&fccid=dcfa71257bc9679d&vjs=3
185,644ff4e977369f9d,ui software engineer,"Seattle, WA 98104 (Pioneer Square area)",doxo,30+ days ago,None,"Create and maintain high quality software while meeting deadlines. Strong written and oral communication skills. Fluency with HTML, CSS, and JavaScript.",https://www.indeed.com/rc/clk?jk=644ff4e977369f9d&fccid=a1f7794c208a33a3&vjs=3
186,190fddb3f4b87f30,software test engineer,"Lynnwood, WA",Schweitzer Engineering Laboratories,22 days ago,None,"Source control tools (Git, Clearcase , etc ). You will be working on high voltage protective equipment located on distribution level of the Electrical Power…",https://www.indeed.com/rc/clk?jk=190fddb3f4b87f30&fccid=324ef2bf5e6f2144&vjs=3
187,737524417a88074d,"software engineer, platform security","Seattle, WA",Twitter,30+ days ago,None,"4+ years of software engineering experience, with an expertise in software engineering standards (e. g.  unit testing, code reviews, design documentation).",https://www.indeed.com/rc/clk?jk=737524417a88074d&fccid=7a3824693ee1074b&vjs=3
188,6951eef4d9d953b5,front end engineer,"Seattle, WA 98104 (Downtown area)",AnswerDash,30+ days ago,None,"Beyond your understanding of JavaScript, you have worked with popular libraries like React, jQuery, Mithril, Vue. js or Backbone.",https://www.indeed.com/rc/clk?jk=6951eef4d9d953b5&fccid=723649dd026ba2a5&vjs=3
189,5fc0ff3f1cb00f94,software development engineer,"Seattle, WA","Amazon Data Services, Inc.",2 days ago,None,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",https://www.indeed.com/rc/clk?jk=5fc0ff3f1cb00f94&fccid=fe2d21eef233e94a&vjs=3
190,e80d47827c41d203,software development engineer in test (sdet),"Seattle, WA","InforTalents, Inc",15 days ago,None,"3+ years of experience testing NodeJS services (or equivalent JS framework) hosted on cloud. Support holistic testing support for software releases, including…","https://www.indeed.com/company/InforTalents,-Inc/jobs/Software-Development-Engineer-Test-e80d47827c41d203?fccid=b75fd129fb5d4cf5&vjs=3"
191,a245771c509db1d2,senior software engineer - service fundamentals,"Seattle, WA",Swiftly Systems,30+ days ago,None,"A passion for cross-cutting patterns that enable other engineers to move faster. 5+ years of industry experience designing, building, and maintaining large…",https://www.indeed.com/rc/clk?jk=a245771c509db1d2&fccid=f3205a58821da2f6&vjs=3
192,3d62e813b349656a,software engineer – analysis pipeline development,"Kirkland, WA 98033 (Moss Bay area)",Resolution Bioscience,2 days ago,None,"Experience with the design, development and testing of significant cloud-deployed software systems. Work with our cloud infrastructure team to implement Docker…",https://www.indeed.com/rc/clk?jk=3d62e813b349656a&fccid=cc18203b72575756&vjs=3
193,c419df1f43b79ca7,"software engineering lmts, c++ platform team","Seattle, WA",Salesforce,1 day ago,None,Experienced .  You have 5+ years of software development experience in C++ and a solid track record of shipping software to both on-premises and cloud-hosted…,https://www.indeed.com/rc/clk?jk=c419df1f43b79ca7&fccid=4027cfd917e1ee29&vjs=3
194,890c0c04b470634a,software development engineer,"Seattle, WA 98119 (Interbay area)",Tasso,30+ days ago,None,"Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews,…",https://www.indeed.com/rc/clk?jk=890c0c04b470634a&fccid=3beec76fc9838140&vjs=3
195,d6898d810cdb3866,software engineer,"Seattle, WA",Koverse,30+ days ago,None,2+ years of professional experience as a software engineer. Design and implement software using distributed computing technologies.,https://www.indeed.com/rc/clk?jk=d6898d810cdb3866&fccid=d4558acf651055d6&vjs=3
196,809a24f8a5f08fd1,software development engineer - amazon go,"Seattle, WA",Amazon.com Services LLC,10 days ago,None,"Worked on scalable batch processing pipelines and are familiar with optimizing big data pipelines. Experience creating extensible, well-abstracted designs and…",https://www.indeed.com/rc/clk?jk=809a24f8a5f08fd1&fccid=fe2d21eef233e94a&vjs=3
197,e279912f5e7c1598,"director, software engineering (content & guidance)","Seattle, WA 98121 (Belltown area)",Highspot,Today,None,Previous experience designing and building software products at scale. Competitive compensation and stock options. Flexible work and vacation schedules.,https://www.indeed.com/rc/clk?jk=e279912f5e7c1598&fccid=fecd220976785cb1&vjs=3
198,a9d54af7aaf27d47,software development engineer - imdb,"Seattle, WA","IMDb.com, Inc.",30+ days ago,None,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",https://www.indeed.com/rc/clk?jk=a9d54af7aaf27d47&fccid=fe2d21eef233e94a&vjs=3
199,c6cd140833deb785,"software engineer, ii (itcm)","Renton, WA 98057 (Renton Hill area)",Meteorcomm LLC,2 days ago,None,"Primary responsibilities include working directly with customers to evolve the PTC system by designing, developing, deploying, and supporting software directly…",https://www.indeed.com/rc/clk?jk=c6cd140833deb785&fccid=df6bfd30a97adf95&vjs=3
200,fbeabe5f15e61fe6,software test engineer,"Seattle, WA",University of Washington,30+ days ago,None,The successful candidate will be responsible for all phases of software testing from development through final release.,https://www.indeed.com/rc/clk?jk=fbeabe5f15e61fe6&fccid=142783ac2edbe56b&vjs=3
201,3f684b971471a5db,software engineer iii,"Kirkland, WA",zb.io,9 days ago,None,"Experience working with two or more from the following: Frontend web application development, distributed and parallel systems, machine learning, information…",https://www.indeed.com/company/zb.io/jobs/Software-Engineer-3f684b971471a5db?fccid=fd6105a312cd9fab&vjs=3
202,f60dd7a3461b3829,full stack software engineer,"Seattle, WA 98116 (Junction area)",Tango Card,30+ days ago,None,"Experience with server-side technologies including Java, Spring, Spring Boot or similar. Understanding of cloud-based software development environments (AWS,…",https://www.indeed.com/rc/clk?jk=f60dd7a3461b3829&fccid=54e9865f5256c653&vjs=3
203,207b594b0b4892b5,software engineer,"Seattle, WA 98101 (Downtown area)",Change Healthcare,28 days ago,None,"Proficiency in developing objected-oriented software, with deep experience in one or more relevant languages. Design, test, code and deliver high quality secure…",https://www.indeed.com/rc/clk?jk=207b594b0b4892b5&fccid=b1bd9b34a39d5dcd&vjs=3
204,c93cfae386b666d4,native client software engineer,"Seattle, WA",ANDURIL INDUSTRIES,30+ days ago,None,Find the optimal balance between research direction and day-to-day delivery of robust solutions. Collaborate with colleagues to determine appropriate…,https://www.indeed.com/rc/clk?jk=c93cfae386b666d4&fccid=ee6807b900a9998d&vjs=3
205,d9252f8116b71e6e,"software engineer (frontend), iot/cloud","Kirkland, WA",Pivotal Commware,15 days ago,None,Uses the latest development in software solutions. Support the field trials through remote control and possible on-site presence.,https://www.indeed.com/rc/clk?jk=d9252f8116b71e6e&fccid=77e478be0705c319&vjs=3
206,0198f2b9cd356dc1,principal frontend software engineer,"Seattle, WA 98121 (Belltown area)",Highspot,30+ days ago,None,"You will lead by example by demonstrating and mentoring good development practices including unit, integration, and end-to-end testing, by designing software…",https://www.indeed.com/rc/clk?jk=0198f2b9cd356dc1&fccid=fecd220976785cb1&vjs=3
207,535b137f9611844c,software engineer,"Lynnwood, WA 98036",CAYLEY AEROSPACE,30+ days ago,None,S in Software Engineering with prior experience in Aerospace Industry managing systems and database of the business group. 3-5 years experience in Industry is…,https://www.indeed.com/rc/clk?jk=535b137f9611844c&fccid=3f10d42adbf83525&vjs=3
208,32511299f605a5fa,software engineer (temporary short term assignment),"Everett, WA 98204 (Holly area)",Korry Electronics,Just posted,None,Use analysis and critical thinking skills to determine and assess the needs of the user and then create software to meet the requirements.,https://www.indeed.com/rc/clk?jk=32511299f605a5fa&fccid=3ac350c0bed895c5&vjs=3
209,e30d69b15a72c330,"software development engineer, alexa shopping","Seattle, WA",Amazon.com Services LLC,30+ days ago,None,Proficiency in Object-oriented design and experience. You will build delightful Alexa features and massively scalable platforms that power them.,https://www.indeed.com/rc/clk?jk=e30d69b15a72c330&fccid=fe2d21eef233e94a&vjs=3
210,7914e2efdd3091a5,software engineer (simulation testbed),"Kent, WA","Cimarron Software Service, Inc",30+ days ago,None,Experience developing software for a software emulation testbed environments. Perform software deployment and maintenance. Experience using MATLAB and Simulink.,https://www.indeed.com/rc/clk?jk=7914e2efdd3091a5&fccid=cbeeee85f0a8fd3f&vjs=3
211,4bd71fb6e08f9a79,software - video games engineering internship (spring 2021 a...,"Bellevue, WA",Tesla,30+ days ago,None,"Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/validation, and designers.",https://www.indeed.com/rc/clk?jk=4bd71fb6e08f9a79&fccid=86e9be6ce380173e&vjs=3
212,6ea1690b897d1edf,"software engineer, perception - computer vision / ml - seatt...","Seattle, WA",Waymo,30+ days ago,None,You will be part of a creative team of engineers and researchers who solve similar challenging problems and help advance our state of the art perception system.,https://www.indeed.com/rc/clk?jk=6ea1690b897d1edf&fccid=73ceef0a2153d2b8&vjs=3
213,dcbf20286a3acb4c,electrical power systems software engineer,"Bothell, WA 98011",GE Digital,7 days ago,None,"Responsible for advanced Power Systems Application software development, testing, integration and tuning of assigned functions to meet corporate project/product…",https://www.indeed.com/rc/clk?jk=dcbf20286a3acb4c&fccid=643a553ccd7fba02&vjs=3
214,63ce3d7c9d9fd3ca,engineer,"Seattle, WA 98101 (Denny Triangle area)",SARJ,30+ days ago,None,"You will spend your days helping people use SARJ's products, crafting and editing helpful support documentation, troubleshooting, investigating, and creating…",https://www.indeed.com/rc/clk?jk=63ce3d7c9d9fd3ca&fccid=cbd471cad05c61e4&vjs=3
215,527401a2e8cbf2c1,"software engineer, ecs","Seattle, WA",Amazon.com Services LLC,8 days ago,None,"We are hiring engineers with experience designing, building, and operating distributed systems that are fault tolerant, scalable, and highly available.",https://www.indeed.com/rc/clk?jk=527401a2e8cbf2c1&fccid=fe2d21eef233e94a&vjs=3
216,2b231fbd938e420d,"relevance & discovery (r&d), fullstack software engineer","Seattle, WA 98104 (Downtown area)",Mixpanel,30+ days ago,None,"Through our analytics platform, companies can analyze how and why their users engage, convert, and retain in real-time across web, mobile, and smart devices.",https://www.indeed.com/rc/clk?jk=2b231fbd938e420d&fccid=ee4b0cf4f4f8a5c6&vjs=3
217,122bd2fad01190f3,"senior software engineer, interactive analytics (full stack)","Kirkland, WA",Tableau,Today,None,"Coding in and learning multiple technologies across our highly integrated suite of desktop, server, and cloud solutions, including C++, Java, C#, React,…",https://www.indeed.com/rc/clk?jk=122bd2fad01190f3&fccid=f334737e3fd6818e&vjs=3
218,6b72d1b29f662b8b,"senior software engineer, api frameworks","Seattle, WA",Square,21 days ago,None,"As a software engineer on the API Frameworks team, you will own the design, creation, and maintenance of centralized, highly scalable, and performant libraries…",https://www.indeed.com/rc/clk?jk=6b72d1b29f662b8b&fccid=09abad886b83c501&vjs=3
219,7582b9504fdec77a,autism hiring program - software engineer,"Redmond, WA",Microsoft,30+ days ago,None,Software engineers dive deep into code and work with fellow programming experts to solve problems and build powerful new tools.,https://www.indeed.com/rc/clk?jk=7582b9504fdec77a&fccid=734cb5a01ee60f80&vjs=3
220,429dce7446567c8f,software engineer: machine learning / signal processing,"Seattle, WA 98122 (Capitol Hill area)",ARiA,30+ days ago,None,"Knowledge of and experience with developing machine-learning applications/software (supervised and unsupervised learning, deep learning, kernel machines, latent…",https://www.indeed.com/rc/clk?jk=429dce7446567c8f&fccid=8af18b60674515aa&vjs=3
221,63e8f74bf04ac354,"director, software engineering, database","Kirkland, WA",Tableau,1 day ago,None,"As Director, Software Engineering on Tableau’s Hyper Database team you will oversee a team of Software Engineers who are on a mission to develop a best-of-breed…",https://www.indeed.com/rc/clk?jk=63e8f74bf04ac354&fccid=f334737e3fd6818e&vjs=3
222,53ae457c31fd88f9,software development engineer - ec2 nitro,"Seattle, WA","Amazon Dev Center U.S., Inc.",6 days ago,None,"Experience with Linux package management, version control systems, automated build processes, and software unit testing are required.",https://www.indeed.com/rc/clk?jk=53ae457c31fd88f9&fccid=fe2d21eef233e94a&vjs=3
223,5b6fd6c10d1cc6af,embedded system engineer,"Seattle, WA",Snapshop,3 days ago,None,Build software release plan and execute for periodic releases. Job Type: Full-time contract. Experience developing embedded system applications.,https://www.indeed.com/company/The-Berkner-Group/jobs/Embedded-System-Engineer-5b6fd6c10d1cc6af?fccid=7196ae8f89c4602d&vjs=3
224,591f707106a01ded,software development engineer,"Seattle, WA 98104 (Pioneer Square area)",Skilljar,30+ days ago,None,"Knowledgeable on best practices for the full software development life cycle, including coding standards, code reviews, source control management, build…",https://www.indeed.com/rc/clk?jk=591f707106a01ded&fccid=ea681813daef8787&vjs=3
225,009c925d3160b5c6,full time opportunities for students & recent graduates - fi...,"Redmond, WA",Microsoft,30+ days ago,None,"These roles work with electrical engineers, system engineers, architects and software engineers to determine the core firmware strategy for our product roadmaps…",https://www.indeed.com/rc/clk?jk=009c925d3160b5c6&fccid=734cb5a01ee60f80&vjs=3
226,6fa50a763841cb68,"software engineer, infrastructure","Seattle, WA (Fremont area)",Google,30+ days ago,None,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",https://www.indeed.com/rc/clk?jk=6fa50a763841cb68&fccid=a5b4499d9e91a5c6&vjs=3
227,c68dc7037a62f9f7,sdet - software development engineer in test,"Kirkland, WA",Pivotal Commware,10 days ago,None,Design and execute verification and regression tests for software releases. The test suites will be used for both front-end and back-end applications for a…,https://www.indeed.com/rc/clk?jk=c68dc7037a62f9f7&fccid=77e478be0705c319&vjs=3
228,ac2450cac0a2ee86,"software engineer, versalert","Bothell, WA 98021",BioLife Solutions,8 days ago,None,Integrate software components into a fully functional software application. Execute a full software development life cycle (SDLC).,https://www.indeed.com/rc/clk?jk=ac2450cac0a2ee86&fccid=6af266077bf11ba5&vjs=3
229,80a87eb2c6df2167,"senior software engineer, interactive analytics (front end)","Seattle, WA",Salesforce,Today,None,"Refactoring and improving legacy code and code quality, supporting new development, maintaining and improving quality while adding functionality.",https://www.indeed.com/rc/clk?jk=80a87eb2c6df2167&fccid=4027cfd917e1ee29&vjs=3
230,b41ba1aa2f0bd543,"rdt backend systems developer bellevue, wa","Bellevue, WA 98004 (Downtown area)",CloudHealth,6 days ago,None,Deployment and operational experience with public cloud services. Expert knowledge of various data storage systems. Expert knowledge of distributed systems.,https://www.indeed.com/rc/clk?jk=b41ba1aa2f0bd543&fccid=0a929aa7544cd35a&vjs=3
231,df851692260aa91f,"director, software engineering, database","Kirkland, WA",Salesforce,1 day ago,None,"As Director, Software Engineering on Tableau’s Hyper Database team you will oversee a team of Software Engineers who are on a mission to develop a best-of-breed…",https://www.indeed.com/rc/clk?jk=df851692260aa91f&fccid=4027cfd917e1ee29&vjs=3
232,cf79abf70dc6cfcb,sr software development engineer,"Seattle, WA 98119 (Queen Anne area)",Expedia.com,10 days ago,None,"Partner with BI users, software engineers and operations specialists on data related investigations, research and issue management.",https://www.indeed.com/rc/clk?jk=cf79abf70dc6cfcb&fccid=160efb82f2462f14&vjs=3
233,fd31e982dcbd08b2,"senior software engineer, ios","Bellevue, WA",Duolingo,Today,None,"As an iOS software engineer, you will work on a specific project critical to Duolingo's needs, with opportunities to switch teams and projects as our fast-paced…",https://www.indeed.com/rc/clk?jk=fd31e982dcbd08b2&fccid=1d7146bd38091a7a&vjs=3
234,a3604d2221244e48,software engineer,"Kingston, WA 98346",Carrus,9 days ago,None,3+ years of experience building software products. A Day in the Life. You trend relevant technologies and the evolution of customer experience to deliver modern…,https://www.indeed.com/rc/clk?jk=a3604d2221244e48&fccid=424c9d1302db6b5b&vjs=3
235,e178b3491f5d3385,front end engineer - employee experience,"Seattle, WA",Qualtrics,30+ days ago,None,"Develop scalable, fast, robust, and rich web-based solutions to solve complex business problems, using the latest front-end technologies.",https://www.indeed.com/rc/clk?jk=e178b3491f5d3385&fccid=10db9f943841d5db&vjs=3
236,705e35747f0c34ac,software engineering co-op,"Redmond, WA 98052 (SE Redmond area)",Terex Corporation,6 days ago,None,"Design and develop embedded software that controls complex, safety-critical hydraulic and electrical control systems.",https://www.indeed.com/rc/clk?jk=705e35747f0c34ac&fccid=f903f4b18f2c0477&vjs=3
237,b0c4339c292983b3,software engineer,"Bothell, WA",Friendly Consultants,30+ days ago,None,Needs to Perform Data masking process on Production data which is method of creating a structurally similar but inauthentic version of T-Mobile's data that can…,https://www.indeed.com/rc/clk?jk=b0c4339c292983b3&fccid=2f91175d445d18c1&vjs=3
238,432a80b8f07b9f32,computer science/software engineering internship,"Issaquah, WA 98029",Siemens,15 days ago,None,"Help reduce software complexity and improve maintainability. Academic majors: Computer Science, Computer Engineering, Software Engineering, Electrical…",https://www.indeed.com/rc/clk?jk=432a80b8f07b9f32&fccid=3b89b9ec324f96c8&vjs=3
239,73c9c8ffb95d429a,core java developer,"Seattle, WA",EZEN Computer Services,30+ days ago,None,They are looking for someone who is fundamentally very strong programmer (irrespective of the language – e. g.  OOPS concept) and strong core java programming…,https://www.indeed.com/company/EZEN-COMPUTER-SERVICES-INC/jobs/Core-Java-Developer-73c9c8ffb95d429a?fccid=20b92078d92fe52e&vjs=3
240,c2c072aa2b627fa9,mobile application developer,"Seattle, WA",GroupsApp,Today,None,"I'm looking for a mobile developer to build an Android and Iphone app with flutter, firebase, react or another technology that works on.",https://www.indeed.com/company/GroupsApp/jobs/Mobile-Application-Developer-c2c072aa2b627fa9?fccid=e98ec09687c8fa60&vjs=3
241,9e72302cac49db27,sr software developer - payments company - remote based,"Seattle, WA",Davis Talent,Just posted,None,"Developing high performance and reusable software with excellent test coverage. Hosted applications on AWS, utilizing many cloud services (SNS, Lambda, etc. ).",https://www.indeed.com/company/Davis-Talent/jobs/Senior-Software-Developer-9e72302cac49db27?fccid=75bbf1f3e5ece5d3&vjs=3
242,515244bb177c127e,software (scade) engineer,"Redmond, WA 98052",magniX USA Inc,9 days ago,None,"B. S.  in electrical engineering and 5 years of relevant experience, or M. S.  and higher in electrical engineering with min 2 years of relevant experience.",https://www.indeed.com/rc/clk?jk=515244bb177c127e&fccid=a96a707de6064e71&vjs=3
243,11b9f94fcb3fef30,computer programmer,"Seattle, WA",TanPro Technologies,30+ days ago,None,Applying knowledge of programming techniques and computer systems; develops and directs software systems testing procedures.,https://www.indeed.com/rc/clk?jk=11b9f94fcb3fef30&fccid=47ec83adbf663383&vjs=3
244,21251343f9f200ba,senior software engineer,"Seattle, WA",Invitae,6 days ago,None,Minimum 5 years experience and Bachelors in Engineering. Help define and build new features or applications based on technology and business needs.,https://www.indeed.com/rc/clk?jk=21251343f9f200ba&fccid=03925754e1730576&vjs=3
245,3f447f4867846fdd,dot net developer,"Seattle, WA",Lenora Systems Inc,3 days ago,None,Overall 5 to 8 years of hands-on coding & design experience on Microsoft technologies. 5+ years of experience in Object Oriented Programing using C#.,https://www.indeed.com/company/Lenora-Systems-LLC/jobs/Dot-Net-Developer-3f447f4867846fdd?fccid=78a48675f94ae9dc&vjs=3
246,6e2c5e41c22dbc6a,senior software engineer - storage infrastructure - graph st...,"Seattle, WA",Twitter,30+ days ago,None,Senior Software Engineers in Twitter's Storage Infrastructure org provide the technical leadership needed to build technologies that make the world’s largest…,https://www.indeed.com/rc/clk?jk=6e2c5e41c22dbc6a&fccid=7a3824693ee1074b&vjs=3
247,9ea426b920a135eb,azure developer,"Redmond, WA",Ascent Solutions,1 day ago,None,"To have strong hands on experience to write SQL queries and stored procedures. To build ADF pipeline for data movement activities, which support various source…",https://www.indeed.com/company/Ascent-Solutions/jobs/Azure-Developer-9ea426b920a135eb?fccid=bc3c1f4ac5cc8ebe&vjs=3
248,faebf04941e89a1d,"software engineer (backend), iot/cloud","Kirkland, WA",Pivotal Commware,15 days ago,None,Uses the latest development in software solutions. Support the field trials through remote control. Implement serverless functions to manage network elements as…,https://www.indeed.com/rc/clk?jk=faebf04941e89a1d&fccid=77e478be0705c319&vjs=3
249,23b80172b29ac7d0,test automation engineer,"Kirkland, WA 98033 (Lake View area)",Wyze Labs,21 days ago,None,"2+ years of experience with Cucumber/Selenium/Appium or similar test framework. Knowledge of software development process and QA methodologies, familiar with…",https://www.indeed.com/rc/clk?jk=23b80172b29ac7d0&fccid=167914172b87001a&vjs=3
250,3a70e2cfc2ae547b,senior professional software engineer (51001112),"Redmond, WA 98053",DXC,Today,None,"Develops software system testing procedures, programming and documentation to ensure standard use of procedures. Experience working with computer hardware.",https://www.indeed.com/rc/clk?jk=3a70e2cfc2ae547b&fccid=feaabf8e6a699d3c&vjs=3
251,8ba3b8e4d21d5ef7,senior software engineer (backend api),"Seattle, WA",Xpanse,30+ days ago,None,"Borrowers, lenders, servicers, and providers leverage Xpanse's end-to-end fintech and mortgage technology solution that streamlines the process through…",https://www.indeed.com/rc/clk?jk=8ba3b8e4d21d5ef7&fccid=7bf324c23290705d&vjs=3
252,8f76a34e2a4810c8,"senior software engineer, interactive analytics (full stack)","Kirkland, WA",Salesforce,Today,None,"Coding in and learning multiple technologies across our highly integrated suite of desktop, server, and cloud solutions, including C++, Java, C#, React,…",https://www.indeed.com/rc/clk?jk=8f76a34e2a4810c8&fccid=4027cfd917e1ee29&vjs=3
253,4f3e5c4e714287b6,"manager, software development","Seattle, WA 98119 (Queen Anne area)",Expedia.com,1 day ago,None,"Guide the team in adoption of cloud & serverless technologies, advise on the best design practices, and find opportunities to simplify and scale up to millions…",https://www.indeed.com/rc/clk?jk=4f3e5c4e714287b6&fccid=160efb82f2462f14&vjs=3
254,1d1c64f27f9dea1b,robotics software developer,"Seattle, WA",Olis Robotics,30+ days ago,None,"Take a leading role in integration of Olis software platform with new robot systems. Develop, maintain and release real-time kinematics and motion planning…",https://www.indeed.com/rc/clk?jk=1d1c64f27f9dea1b&fccid=a3731624e7e835a2&vjs=3
255,a69461e284d3c79a,"principal software engineer, core business objects","Seattle, WA 98103 (Wallingford area)",Outreach,30+ days ago,None,Employee referral bonuses to encourage the addition of great new people to the team. Full-Stack Engineers on the Core Business Objects team understand job…,https://www.indeed.com/rc/clk?jk=a69461e284d3c79a&fccid=dd616958bd9ddc12&vjs=3
256,e059bfa8c68f6fae,software engineer,"Seattle, WA 98104 (Downtown area)",Carta,30+ days ago,None,"However, if you have domain expertise in accounting and/or finance and at least a few years of software development experience, we encourage you to apply.",https://www.indeed.com/rc/clk?jk=e059bfa8c68f6fae&fccid=9e7dc185cb656f55&vjs=3
257,e15c911df7bfe4ff,mixed reality software engineer,"Keyport, WA",Creek Technologies,30+ days ago,None,"Develop, update, test, and maintain object-oriented Augmented Reality (AR), Virtual Reality (VR), and Mixed Reality (MR) software applications for multiple…",https://www.indeed.com/rc/clk?jk=e15c911df7bfe4ff&fccid=1862c19f25c10b20&vjs=3
258,457030039f3225ea,wordpress engineer,"Seattle, WA 98104 (Pioneer Square area)",Jobscan,11 days ago,None,"Competitive salary + stock options, flexible schedule, Commuter Benefits (Seattle Office), Flexible PTO, 401(k), medical, dental, vision, and life insurance,…",https://www.indeed.com/rc/clk?jk=457030039f3225ea&fccid=d7bf3dbc3a7f112e&vjs=3
259,c90c072fe36ce269,penetration engineer,"Seattle, WA 98104",Qikspace,30+ days ago,None,"Responsible for analyzing, planning, executing, and reporting security testing within the products and post-production defects. Knowledge of REST API, SOAP API.",https://www.indeed.com/rc/clk?jk=c90c072fe36ce269&fccid=fa1b77b817c69294&vjs=3
260,a81db1a7ba873fc5,wellsaid labs full stack engineer - ai2 incubator,"Seattle, WA",The Allen Institute for AI,30+ days ago,None,"Competitive salaries and stock options. (Bonus) Experience with cloud technologies like AWS, Google Cloud, etc. Vacation policy/paid time off.",https://www.indeed.com/rc/clk?jk=a81db1a7ba873fc5&fccid=675c12bc7ffc102c&vjs=3
261,8cde980fde936983,senior producer,"Seattle, WA 98106 (North Delridge area)",Hardsuit Labs,2 days ago,None,You bring previous experience delivering on product goals and have done this by building and executing project schedules that put people first.,https://www.indeed.com/rc/clk?jk=8cde980fde936983&fccid=df88aa69a609766f&vjs=3
262,81b1b01a1f3d081c,senior staff software engineer,"Seattle, WA",Brightloom,30+ days ago,None,Collaborate with Product Management and Engineering colleagues on technical vision and design. Enthusiasm for working closely with cross-functional colleagues…,https://www.indeed.com/rc/clk?jk=81b1b01a1f3d081c&fccid=4bdb48685f79c210&vjs=3
263,6ed1736c1cf31233,senior software engineer,"Bellevue, WA",oneZero Financial Systems,3 days ago,None,"Our engineers are responsible for the technical aspects of designing, implementing and maintaining oneZero Financial software products and features, including…",https://www.indeed.com/rc/clk?jk=6ed1736c1cf31233&fccid=7f539b5218308ae9&vjs=3
264,7673d6e14e5ea577,software development engineer - aws lambda,"Seattle, WA",Amazon.com Services LLC,3 days ago,None,"Lambda functions offer customers a ""serverless"" way to create applications, an approach that lets customers turn business logic and application code into…",https://www.indeed.com/rc/clk?jk=7673d6e14e5ea577&fccid=fe2d21eef233e94a&vjs=3
265,1d83884836595f08,"senior software engineer - event-driven/shared services, doc...","Seattle, WA","Verticalmove, Inc",Just posted,None,"To be successful in this role, it is important that you have a deep knowledge of various cloud infrastructure hardware and software such as Openstack, AWS, GCP,…","https://www.indeed.com/company/Verticalmove,-Inc/jobs/Senior-Software-Engineer-1d83884836595f08?fccid=f4e9cc60477162d2&vjs=3"
266,c31d44b52947e70d,full stack & iot/mobile engineer,"Seattle, WA 98121 (Belltown area)","Sirqul, Inc",30+ days ago,None,4 years professional experience in software development. Data structures and object-oriented design skills. We are a startup in Seattle's Belltown area that is…,https://www.indeed.com/rc/clk?jk=c31d44b52947e70d&fccid=5321df95af05d781&vjs=3
267,076f418d4e385113,software engineer in test (qa) intern (summer 2021),"Seattle, WA",Splunk,17 days ago,None,"Familiarity with object-oriented programming concepts, large-scale software architecture, networking and distributed systems, and UNIX/Linux environments.",https://www.indeed.com/rc/clk?jk=076f418d4e385113&fccid=aef928e89977f7f0&vjs=3
268,9ae3291d7dc36302,senior software engineer,"Seattle, WA",Koverse,30+ days ago,None,5+ years of professional experience as a software engineer. Design and implement software using distributed computing technologies.,https://www.indeed.com/rc/clk?jk=9ae3291d7dc36302&fccid=d4558acf651055d6&vjs=3
